"id","title","agency"
"30665056","dbHDPLS: A database of human disease-related protein-ligand structures.","National Natural Science Foundation of China"
"30665056","dbHDPLS: A database of human disease-related protein-ligand structures.","Anhui Province Funds for Excellent Youth Scholars in Colleges"
"30665056","dbHDPLS: A database of human disease-related protein-ligand structures.","National Natural Science Foundation of China"
"30665056","dbHDPLS: A database of human disease-related protein-ligand structures.","Anhui Scientific Research Foundation for Returned Scholars"
"26055100","dbHiMo: a web-based epigenomics platform for histone-modifying enzymes.",NA
"31603498","dbInDel: a database of enhancer-associated insertion and deletion variants by analysis of H3K27ac ChIP-Seq.","Priority Academic Program Development of Jiangsu Higher Education Institutions"
"31603498","dbInDel: a database of enhancer-associated insertion and deletion variants by analysis of H3K27ac ChIP-Seq.","National Key R&amp;D Program of China"
"31603498","dbInDel: a database of enhancer-associated insertion and deletion variants by analysis of H3K27ac ChIP-Seq.","National Natural Science Foundation of China"
"29961819","dbLGL: an online leukemia gene and literature database for the retrospective comparison of adult and childhood leukemia genetics with literature evidence. ","National Key Research and Development Program of China"
"29961819","dbLGL: an online leukemia gene and literature database for the retrospective comparison of adult and childhood leukemia genetics with literature evidence. ","National Natural Science Foundation of China"
"24434032","DBM-DB: the diamondback moth genome database.",NA
"26503248","dbMAE: the database of autosomal monoallelic expression.","NIGMS NIH HHS"
"26503248","dbMAE: the database of autosomal monoallelic expression.","NCI NIH HHS"
"26503248","dbMAE: the database of autosomal monoallelic expression.","NIGMS NIH HHS"
"26503248","dbMAE: the database of autosomal monoallelic expression.","PHS HHS"
"34314366","dbMCS: A Database for Exploring the Mutation Markers of Anti-Cancer Drug Sensitivity.","Natural Science Young Foundation of Anhui"
"34314366","dbMCS: A Database for Exploring the Mutation Markers of Anti-Cancer Drug Sensitivity.","Natural Science Young Foundation of Anhui Agricultural University"
"34314366","dbMCS: A Database for Exploring the Mutation Markers of Anti-Cancer Drug Sensitivity.","Introduction and Stabilization of Talent Project of Anhui Agricultural University"
"34314366","dbMCS: A Database for Exploring the Mutation Markers of Anti-Cancer Drug Sensitivity.","National Key Research and Development"
"34314366","dbMCS: A Database for Exploring the Mutation Markers of Anti-Cancer Drug Sensitivity.","Graduate Innovation Fund of Anhui Agricultural University"
"29145823","dbMDEGA: a database for meta-analysis of differentially expressed genes in autism spectrum disorder.","Jiangxi Provincial Natural Science Foundation"
"29145823","dbMDEGA: a database for meta-analysis of differentially expressed genes in autism spectrum disorder.","National Nature Science Foundation of China"
"21781283","DbMDR: a relational database for multidrug resistance genes as potential drug targets.",NA
"30482172","dbMPIKT: a database of kinetic and thermodynamic mutant protein interactions.","National Natural Science Foundation of China"
"32227657","dbMTS: A comprehensive database of putative human microRNA target site SNVs and their functional predictions.","NHGRI NIH HHS"
"32227657","dbMTS: A comprehensive database of putative human microRNA target site SNVs and their functional predictions.","National Human Genome Research Institute"
"27010073","dbPAF: an integrative database of protein phosphorylation in animals and fungi.",NA
"26946289","dbPEC: a comprehensive literature-based database for preeclampsia related genes and phenotypes.","NIGMS NIH HHS"
"26946289","dbPEC: a comprehensive literature-based database for preeclampsia related genes and phenotypes.","NICHD NIH HHS"
"26946289","dbPEC: a comprehensive literature-based database for preeclampsia related genes and phenotypes.","NHLBI NIH HHS"
"26946289","dbPEC: a comprehensive literature-based database for preeclampsia related genes and phenotypes.","NIGMS NIH HHS"
"26946289","dbPEC: a comprehensive literature-based database for preeclampsia related genes and phenotypes.","NCRR NIH HHS"
"26946289","dbPEC: a comprehensive literature-based database for preeclampsia related genes and phenotypes.","NHLBI NIH HHS"
"26940364","dbPHCC: a database of prognostic biomarkers for hepatocellular carcinoma that provides online prognostic modeling.","Chinese Human Proteome Projects"
"26940364","dbPHCC: a database of prognostic biomarkers for hepatocellular carcinoma that provides online prognostic modeling.","Key Infectious Disease Project"
"26940364","dbPHCC: a database of prognostic biomarkers for hepatocellular carcinoma that provides online prognostic modeling.","National Natural Science Foundation of China"
"26940364","dbPHCC: a database of prognostic biomarkers for hepatocellular carcinoma that provides online prognostic modeling.","Chinese Human Proteome Projects"
"26940364","dbPHCC: a database of prognostic biomarkers for hepatocellular carcinoma that provides online prognostic modeling.","National Natural Science Foundation of China"
"26940364","dbPHCC: a database of prognostic biomarkers for hepatocellular carcinoma that provides online prognostic modeling.","National Hi-Tech Program"
"25534750","dbPPT: a comprehensive database of protein phosphorylation in plants.",NA
"24194603","dbPSHP: a database of recent positive selection across human populations.",NA
"23193290","DbPTM 3.0: an informative resource for investigating substrate site specificity and functional association of protein post-translational modifications.",NA
"27903894","dbSAP: single amino-acid polymorphism database for protein variation detection.",NA
"22782549","dbSNO: a database of cysteine S-nitrosylation.",NA
"33641184","DbStRiPs: Database of structural repeats in proteins.",NA
"26438538","dbSUPER: a database of super-enhancers in mouse and human genome.",NA
"29665371","dbSWEET: An Integrated Resource for SWEET Superfamily to Understand, Analyze and Predict the Function of Sugar Transporters in Prokaryotes and Eukaryotes.",NA
"29236308","Database of transcription factors in lung cancer (DBTFLC): A novel resource for exploring transcription factors associated with lung cancer.",NA
"25336621","DBTMEE: a database of transcriptome in mouse early embryos.",NA
"22086958","DBTSS: DataBase of Transcriptional Start Sites progress report in 2012.",NA
"25887129","dbVOR: a database system for importing pedigree, phenotype and genotype data and exporting selected subsets.","NIGMS NIH HHS"
"25887129","dbVOR: a database system for importing pedigree, phenotype and genotype data and exporting selected subsets.","NEI NIH HHS"
"25887129","dbVOR: a database system for importing pedigree, phenotype and genotype data and exporting selected subsets.","NEI NIH HHS"
"26989155","dbWGFP: a database and web server of human whole-genome single nucleotide variants and their functional predictions. ",NA
"23161684","DcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more.","Biotechnology and Biological Sciences Research Council"
"32527280","DDIEM: drug database for inborn errors of metabolism.",NA
"25398897","DDMGD: the database of text-mined associations between genes methylated in diseases from different species.",NA
"27577567","DDRprot: a database of DNA damage response-related proteins. ",NA
"21938213","DDTRP: Database of Drug Targets for Resistant Pathogens.",NA
"32307725","A database for inventory of proteoform profiles: ""2DE-pattern"".",NA
"23516335","DEBDOM: Database Exploring Banana Diversity of Manipur.",NA
"22962312","DECIPHER: web-based, community resource for clinical interpretation of rare variants in developmental disorders.","Wellcome Trust"
"31349169","A curated knowledgebase on endocrine disrupting chemicals and their biological systems-level perturbations.",NA
"30942868","Digital expression explorer 2: a repository of uniformly processed RNA sequencing data. ","European Union Collaborative Research"
"30942868","Digital expression explorer 2: a repository of uniformly processed RNA sequencing data. ","National Health and Medical Research Council"
"30942868","Digital expression explorer 2: a repository of uniformly processed RNA sequencing data. ","National Health and Medical Research Council"
"27084938","DeepBlue epigenomic data server: programmatic data retrieval and analysis of epigenome region sets.",NA
"23500449","The DEER database: a bridge connecting drugs, environmental effects, and regulations.",NA
"23264352","The DegraBase: a database of proteolysis in healthy and apoptotic human cells.","NCRR NIH HHS"
